Title,Date,Location,Description,Tags,latitude,longitude
"Mentors, Register to Attend A Breakfast Orientation January 24, 2011",2011-01-04,"105 22nd St
New York, NY 10010
(40.73943216627024, -73.98656260495757), NY 10010.0",Attend a Breakfast Orientation to learn more about  rewarding opportunities to mentor youth ages 6 to 18.  You must be age 55+ and become a member of the Retired & Senior Volunteer Program (RSVP).,Strengthening Communities,,
Does your organization need an intern?,2011-03-03,"883 classon avenue
Brooklyn, NY 11225
(40.67045865769921, -73.96162827573441), NY 11225.0",The International High School @ Prospect Heights is currently seeking to provide un-paid assistance to local businesses and organizations from March - June 2011.,Education,40.670349,-73.961695
Help Build a Plastic Bottle Sculpture,2011-05-21,"DEP Visitor Center Brooklyn
, NY 11222
(40.72825312178418, -73.94715978319738), NY 11222.0",Help build a sculpture from plastic bottles to raise recycling awareness and promote the high quality of  NYC Water.,Strengthening Communities,,
Kitchen food Prep.,2011-03-08,"355 Lexington Ave
New York, NY 10017
(40.75016951126717, -73.97694147468593), NY 10017.0","Volunteers to help prepare, pack and serve meals",General,40.750245,-73.976909
Paint and beautify a transitional residence for homeless men & women,2011-10-22,"2350 Davidson Avenue
Bronx, NY 10468
(40.86014769900449, -73.9039466708318), NY 10468.0",Beautify a transitional housing residence for 75 homeless men and women. We are painting the interior walls of this residence. No experience needed!,Strengthening Communities,40.860224,-73.903924
Stipend After School Program Mentor Opportunity,2011-09-12,"1009 Broadway
Brooklyn, NY 11221
(40.695875302485035, -73.93322048320155), NY 11221.0","Help a child in need! We need mentors to help fraught Bushwick and Bedford - Stuyvesant students ages 5 -13 attain educational achievement. We also offer $125.00 - $250.00 to any volunteer who volunteers for a full month, Monday through Friday for at least 3 hours a day.",Education,40.695893,-73.933281
Use Your Skills To Help Others - 55+ Only,2011-08-03,"105 22 Street
New York, NY 10010
(40.73943216627024, -73.98656260495757), NY 10010.0",Provide Youth and Adults with New Skills.,Helping Neighbors in Need,,
"Seeds for Success: Plant for today, Growth for tomorrow",2011-07-09,"370 30th Street
New York, NY 10001
(40.75055442831657, -73.99744286821061), NY 10001.0","Come join Heel Your Sole to revitalize the Leake and Watts Biondi School campus! We will work together to plant flowers, veggies, and spruce up the living space that houses over 60 kids at the Residential Treatment Center year round.",Strengthening Communities,,
FVCP Trail Restoration Crew,2011-03-05,"124 Gale Pl
Bronx, NY 10463
(40.88463029202243, -73.89251933209881), NY 10463.0","Want to learn useful skills about trails planning and maintenance, while making a significant impact to the quality of Van Cortlandt Park? No prior trails experience is necessary; all training will be offered in an on-the-job format.",Strengthening Communities,40.884999,-73.892977
Care To Share Volunteer Manager ,2011-10-03,"130 59th Street
New York, NY 10022
(40.7623940412621, -73.9685868670245), NY 10022.0",Care to Share is a volunteer project to 'donate' fresh fruits and vegetables. CSA shareholders will donate a portion of their share between 10/8/11 - 10/18/11 to the CSA's local food pantry. Volunteer managers will help to manage the program.,Helping Neighbors in Need,,
Literacy Tutor,2011-09-24,"New York, NY",Help students acquire basic English/Language Arts Skills.,Education,,
After school program volunteer,2011-02-23,"132 03 Sanford Avenue
Flushing, NY 11354
(40.76862022064671, -73.82719028070687), NY 11354.0","We have 14 students in our after school program, ages 7 to 14. Volunteers will help the kids finish all their homework before they go home, assign extra classwork when they are finished and lead students in extracurricular activities.",Education,40.754801,-73.832822
Kitchen Aide for JASA Scheuer House,2011-09-01,"3601 Surf Avenue Coney Island
NY,  11224
(40.57319508561414, -74.00142731235965), NY 11224.0",Come help out the kitchen staff at our Scheuer House Senior Center!,Helping Neighbors in Need,40.573144,-74.001587
Sara D Roosevelt Park Cleanup/Beautification Project,2011-09-10,"41 Park Row
New York, NY 10038
(40.71182840349377, -74.00632180417499), NY 10038.0","We will be doing a renovation/beautification project on the Oval Track Area directly behind the Sara Delano Roosevelt HQ Park House.  Where: 102 Hester Street, NYC, NY 10002 When: Saturday, September 10th from 11am to 1pm",Strengthening Communities,40.71187,-74.00641
American Cancer Society’s Making Strides Against Breast Cancer Walk Pre-Event Support!,2011-08-03,"132 32nd Street
New York, NY 10001
(40.74868428617484, -73.98921741350024), NY 10001.0","More than 250 Making Strides walks are held nationwide each year to celebrate people who have battled breast cancer, educate people about ways to reduce their risk, and empower communities to join the fight.  The Manhattan Walk in Central Park is on October 16th, 2011.",Strengthening Communities,,
Volunteer for Jumpstart's Readers Program!,2011-10-10,"New York, NY","Volunteer in an under-served pre-school for one hour, once a week for 10 weeks with our Readers Program!  You will be trained to use our research based curriculum and make a real impact on a child's life!",Education,,
CLARO Brooklyn Volunteer Attorney,2011-02-07,"New York, NY","Provide legal advice, information and resources to individuals facing consumer debt cases in Kings County Civil Court.  Use your legal skills to give self-represented litigants the tools they need to effectively represent themselves in civil court.",Helping Neighbors in Need,,
Americorps ACES Economic Security Initiative (ESI) Coordinator,2011-09-06,"331 70th Street
New York, NY 10021
(40.76689065140857, -73.95789392809615), NY 10021.0","Lenox Hill Neighborhood House, widely recognized as one of New York's premier human services providers, is a 117-year-old settlement house that provides an extensive array of effective and integrated services.",Strengthening Communities,,
Be the Change. Become a Mentor! ,2011-04-21,"30 Broad Street
New York, NY 10004
(40.706177421210555, -74.01126869053508), NY 10004.0",Join over a thousand professionals in NYC who mentor iMentor teens from underserved communities. Most of them had never served as mentors before joining but iMentor’s flexible and supportive mentoring model gave them the opportunity and confidence to try.,Education,40.70618,-74.01125
Street Vendor Project - Join Our Monthly Outreach Team!,2011-06-04,"123 William Street
New York, NY 10038
(40.70909122458545, -74.006906978693), NY 10038.0","Share information with NYC's street vendors about their rights and responsibilities. Get to know another dimension the city,",Strengthening Communities,40.709112,-74.006889
Finance Assistant,2011-02-28,"568 Jerome St
Brooklyn, NY 11207
(40.667188699215906, -73.88520654134761), NY 11207.0","ARTs East New York is looking for open-minded, motivated volunteers with an interest in the arts and community development to further the mission of our organization. Volunteers should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",Strengthening Communities,40.667112,-73.885169
Design Education Volunteer Opportunities,2011-01-06,"536 LaGuardia Place
New York, NY 10012
(40.72854672046361, -73.99858598043322), NY 10012.0","Volunteering at the Center for Architecture Foundation is a great way to contribute to the community, learn new skills, and have fun! We have volunteer opportunities to suit every interest.",Strengthening Communities,40.728575,-73.998532
Street Games in Harlem's Thomas Jefferson Park,2011-05-07,"830 5th Ave
New York, NY 10065
(40.76737436501733, -73.97069062911662), NY 10065.0","Street Games is an event that brings thousands of kids and adults alike out to learn (or relive) some of the classic street games from the 60’s and 70’s and reintroduce them to a new generation with a modern twist! Held in Thomas Jefferson Park on Saturday, May 7th from 11:00 a.m. to 3:00 p.m.",Health,40.767711,-73.970516
Volunteer at an Art Gallery Dedication,2011-03-25,"30 Third Avenue
Brooklyn, NY 11217
(40.685876893530235, -73.98037041156317), NY 11217.0","This dedication is of the Nottage Community Art Gallery for Ruby Nottage, the mother of famed playwright, Lynn Nottage.",Strengthening Communities,40.68581,-73.980385
Social Media Campaign for Professionals,2011-06-06,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0","A social media campaign is a focused marketing push toward an organization's goal, whether it's boosting attendance at an event, fundraising for a specific project, or spreading awareness about a program or issue.",Strengthening Communities,40.720942,-73.997929
Hudson River Clean-up,2011-06-25,"54 New
York, NY 10014
(40.73358645135369, -74.01019960472792), NY 10014.0",Join Friends and the Hudson River Park Trust in our efforts to help care for the more than 400 acres of water in Hudson River Park's Estuarine Sanctuary. The Clean Sanctuary Campaign has been created to remove debris from the river as floatables arrive daily with the tide.,Environment,,
Conversation Leader,2011-09-12,"312 114th St
New York, NY 10026
(40.80351104444168, -73.9572644026756), NY 10026.0",Teacher's assistant for one hour per week in the Bronx,Helping Neighbors in Need,,
Get the tools to volunteer for Recycling!,2011-03-15,"51 Chambers Street
Brooklyn, NY 10007
(40.71377351801845, -74.0053942535769), NY 10007.0",Recycling in the city has declined and we need YOU to help get NYC recycling again! Volunteers will work with OROE's borough-wide coordinators to teach New Yorkers to recycle more and waste less.,Strengthening Communities,40.713797,-74.005494
Winter Literacy Night!,2011-02-17,"560 Theriot Avenue
Bronx, NY 10473
(40.8165172103251, -73.8608405743061), NY 10473.0",Take part in a fun night of reading and creating crafts with children!,Education,40.816693,-73.860904
National Sexual Assault Online Hotline Volunteer,2011-07-28,"218 18th Street
New York, NY 10003
(40.73537840750191, -73.9843699686387), NY 10003.0","RAINN (Rape, Abuse & Incest National Network) is seeking volunteers in the New York City area to assist with the National Sexual Assault Online Hotline.",Helping Neighbors in Need,,
Special Events Volunteer,2011-09-14,"95 Wall Street
New York, NY 10005
(40.70499930935216, -74.00720375496263), NY 10005.0","Need two enthusiastic volunteers to assist with guest check-in at cocktail event on September 14, 2011.",General,40.704932,-74.007488
